Référence;Désignation;Fournisseur;Fabricant;Catégorie;Tarif approximatif;CONCAT;Clé_Réf;Code interne;Note;SH Code;Poids unitaire;Conditionnement;Poids;Unité poids;PCB;Poids emballage;Mode de colisage
CEM II/A-L 32.5 N CE;CEM II/A-L 32.5 N CE;Ravate Pro;;Consommables;6,4;CEM II/A-L 32.5 N CE;CEM II/A-L 32.5 N CE;;;;;;;;;;
CHEV5X25;CHEVILLE A FRAPPER 5X25 BOITE DE 100;109 Distribution;;Consommables;5;CHEV5X25;CHEV5X25;;;;;;;;;;
CHEV5X30;CHEVILLE A FRAPPER 5X30 BOITE DE 100;109 Distribution;;Consommables;6;CHEV5X30;CHEV5X30;;;;;;;;;;
CHEV5X35;CHEVILLE A FRAPPER 5X35 BOITE DE 100;109 Distribution;;Consommables;;CHEV5X35;CHEV5X35;;;;;;;;;;
B20030;FORET NEMESIS SDS MAX 20X520-;SD Fixation;;;97,5;B20030;B20030;;;;;;;;;;
CLP1060;CLIPS IPE POUR COLLIER EPAISSEUR 4-10MM CLP-H2-CT;109 Distribution;Teknomega;Consommables;1,8;CLP1060;CLP1060;;;;;;;;;;
CLP-1C1924;CLIP FAST Ø19-24MM EP=1-4 (CLP 1235);109 Distribution;Teknomega;Consommables;0,3;CLP-1C1924;CLP-1C1924;;;;;;;;;;
CRAIESBLEU;Craies bleu 12cm;109 Distribution;;Consommables;;CRAIESBLEU;CRAIESBLEU;;;;;;;;;;
CRAIESROUGE;Craies rouge 12cm;109 Distribution;;Consommables;1,5;CRAIESROUGE;CRAIESROUGE;;;;;;;;;;
DISQUEDIAM125;DISQUE A DECOUPER MEULEUSE DIAM 125X1.6X22.23;109 Distribution;;Consommables;1,5;DISQUEDIAM125;DISQUEDIAM125;;;68042218;0,05;Boîte;;;10;;
DNAV01030/2;Cartouche silicone acrylique blanc;COMINTER;;Consommables;3,58;DNAV01030/2;DNAV01030/2;;;;;;;;;;
DRIVA TP12;CHEVILLE DRIVA BOITE DE 100;109 Distribution;;Consommables;22;DRIVA TP12;DRIVA TP12;;;;;;;;;;
DT3731;DISQUE DIAMANT 230;Ravate Pro;;Consommables;44,2;DT3731;DT3731;;;;;;;;;;
DT5056;Foret métal extrême Ø10;RAVATE PRO;De Walt;Consommables;7,48;DT5056;DT5056;;;;;;;;;;
MWK4932352011;FORET SDS + MX4 4 TAILLANTS 6X110MM (X1) - BLIST;GMR;Milwaukee;Accessoires électroportatif;5;MWK4932352011;MWK4932352011;;;;;;;;;;
MWK4932352022;FORET SDS + MX4 4 TAILLANTS 6X110MM (X1) - BLIST;GMR;Milwaukee;Accessoires électroportatif;6;MWK4932352022;MWK4932352022;;;;;;;;;;
MWK4932352013;FORET SDS + MX4 4 TAILLANTS 6X110MM (X1) - BLIST;GMR;Milwaukee;Accessoires électroportatif;7;MWK4932352013;MWK4932352013;;;;;;;;;;
MWK4932352031;FORET SDS + MX4 4 TAILLANTS 6X110MM (X1) - BLIST;GMR;Milwaukee;Accessoires électroportatif;7;MWK4932352031;MWK4932352031;;;;;;;;;;
FORET10X160;FORET SDS 10X160;109 Distribution;;Consommables;8;FORET10X160;FORET10X160;;;;;;;;;;
FORET18X260;FORET SDS 18X260;109 Distribution;;Outillage;24;FORET18X260;FORET18X260;;;;;;;;;;
FORETETAGE;KIT FORET Etagé 12mm/30mm;109 DISTRIBUTION;;Consommables;28;FORETETAGE;FORETETAGE;;;82075090;;Sachet plastique;;;6;;
FORETFER4;Forêt métal 4;;;Consommables;;FORETFER4;FORETFER4;;;;;;;;;;
GEL4L/4;ARMA GEL 4L SOLV ET MICROBILLE;Ravate Pro;;Consommables;33,15;GEL4L/4;GEL4L/4;;;;;;;;;;
GNTC;TUBE GRAISSE NEUTRE 200g;109 Distribution;;Consommables;5,5;GNTC;GNTC;;;;;;;;;;
GOUJON 8X55;GOUJON D'ANCRAGE AC ZG M8X55;109 Distribution;;Consommables;0,9;GOUJON 8X55;GOUJON 8X55;;GOUJON à FRAPPER M8;;;;;;;;
INGA270290;CHEV TAP-VIS 6/5/35 SEAU DE 1500;EDOI;;Consommables;69,1732;INGA270290;INGA270290;;;;;;;;;;
INGA858320;Sachet 50 chevilles 5/5/35;EDOI;;Consommables;4,3188;INGA858320;INGA858320;;;;;;;;;;
JEU31VIS;Jeu de 31 embouts de vissage;COMINTER;;Consommables;32,06;JEU31VIS;JEU31VIS;;;;;;;;;;
KLARPV50;RUBAN PARE VAPEUR 50X33 ORANG;EDOI;Klauke;Consommables;9,166;KLARPV50;KLARPV50;;Scotch orange mahorais;;;;;;;;
KNI9914250SB;TENAILLES RUSSES;COREDIME;Knipex;Consommables;40,7476;KNI9914250SB;KNI9914250SB;;;;;;;;;;
L31919;COLLIER COLSON 9/92 6455 1BTE;COMINTER;Legrand;Consommables;24,485;LEGL31919;L31919;;;;;;;;;;
FORET22X260;FORET SDS 22x260;109 Distribution;;;45;FORET22X260;FORET22X260;;;;;;;;;;
MELVS04194;Linergy BS - Lot de 20 Boulons - M6 x 20 pour barre de 5mm;COMINTER;Schneider Electric;Consommables;22,82;MELVS04194;MELVS04194;;;;;;;;;;
MMM80021;SCOTCH SUPER 33+ 19MM X 20M;COREDIME;3M Pouyet;Consommables;3,14;MMM80021;MMM80021;;Tarif déprécié;;;;;;;;
MOUSSEPOLYUR;MOUSSE POLYURETHANE PARAFOAM 1K 750ML;109 Distribution;;Consommables;9,5;MOUSSEPOLYUR;MOUSSEPOLYUR;;;;;;;;;;
MUTP08;CHEVILLE SCELL-IT MULTIMATERIAUX DIAM 8MM BTE DE 100 CRAMP;109 Distribution;YOUR ESSSENTIALS;Consommables;5,5;MUTP08;MUTP08;;;;;;;;;;
MV66203;BOULON M6X20 (ERGOT+EMBASE);GMR;;Consommables;0,2;MV66203;MV66203;;;;;;;;;;
PINCEMOLY;PINCE POUR CHEVILLE MOLY;109 Distribution;;Consommables;9,9;PINCEMOLY;PINCEMOLY;;;;;;;;;;
PISTOLET;PISTOLET SILICONE;109 Distribution;;Consommables;9,9;PISTOLET;PISTOLET;;;;;;;;;;
PLACOP45;Vis Placo P45 (BTE500);Ravate Pro;;Consommables;9,35;PLACOP45;PLACOP45;;;73181290;;;;;;;
PROTPLUS3PB75;FILM PROTECTION DUO BOBI 3x25m;Ravate Pro;;Consommables;27;PROTPLUS3PB75;PROTPLUS3PB75;;Polyanne Protection - BACHE;;;;;;;;
PVCORANGE;PVC ORANGE 2800 50MM X 33M;109 Distribution;;Consommables;4;PVCORANGE;PVCORANGE;;1 CARTON =  36 UNITÉ;39191080;9,8;Carton;;;36;;
RAM-21810;BTE P 200 VIS AUTOP TF 3.5 x 16;GMR;;Consommables;5,11;RAM-21810;RAM-21810;;;73181499;;;;;;;
RAM21813;BTE 150 VIS AUTOP TF 4.2 X 25;GMR;;Consommables;5,21;RAM21813;RAM21813;;;73181499;;;;;;;
RAM-21813;BTE P 150 VIS AUTOP TF 4.2 x 25;GMR;;Consommables;6,74;RAM-21813;RAM-21813;;;73181499;;;;;;;
RAM76164;Boîte de 100 chevilles à frapper tête plate avec clou-vis tf 6x40 mm;COMINTER Mayotte;;Consommables;6,96;RAM76164;RAM76164;;;;;;;;;;
RAM-76252;SEAU 400 RAMSPEED TP 5x25;GMR;;Consommables;21,3778;RAM-76252;RAM-76252;;;;;;;;;;
RAM76264;Chevilles tête plate avec clou-vis tf - 6x40 mm - boîte de 200;COMINTER Mayotte;;Consommables;12;RAM76264;RAM76264;;;;;;;;;;
RAM77264;Chevilles à frapper 6x40 bte 200;COMINTER;;Consommables;9,6;RAM77264;RAM77264;;;;;;;;;;
RIF1TH1006338;VIS AUTOPERCEUSE TH 6.3X38 S100;109 Distribution;;Consommables;13;RIF1TH1006338;RIF1TH1006338;;;73181499;;;;;;;
RMA8Z 6;RONDELLE TYPE M ACIER ZINGUE M6;109 Distribution;;Consommables;0,05;RMA8Z 6;RMA8Z 6;;RONDELLE Ø 6;;;;;;;;
RSNA01RB;RUBAN DE CHANTIER 5cm x 100m;Ravate Pro;;Consommables;2,72;RSNA01RB;RSNA01RB;;Ruban Balisage;;;;;;;;
SC6X3E;ASSORT ADHESIF ISOLANT 4X5M;RAVATE ELEC;;Consommables;1,25;SC6X3E;SC6X3E;;;;;;;;;;
SI03245/2;SICGEL DUO 500 1kg - Gel bi-composant;COMINTER;Cellpack;Consommables;59,4;SI03245/2;SI03245/2;;;;;;;;;;
SI03248;SIM-TAPE rouge 0.12x15x10;COMINTER Mayotte;;Consommables;1,5;SI03248;SI03248;;;;;;;;;;
SI03266;Ruban adhesif Orange 33X50 mm;COMINTER;;Consommables;3,5;SI03266;SI03266;;;32141010;0,2;Carton;;;20;;
SILICONE;SILICONE SIKACRYL 300mL;109 Distribution;Sika;Consommables;3;SILICONE;SILICONE;;;;;;;;;;
SPIT5X110;FORET 5x110 SPIT XT2;109 Distribution;Spit;Consommables;7;SPIT5X110;SPIT5X110;;MECHE SDS Ø5 BETON;;;;;;;;
SPIT5X110XT3;FORET 5X110 SPIT XT3;109 Distribution;Spit;Consommables;13;SPIT5X110XT3;SPIT5X110XT3;;;;;;;;;;
SPIT6X110;FORET Béton 6X110 SPIT XT2;109 DISTRIBUTION;Spit;Consommables;8,9;SPIT6X110;SPIT6X110;;;;;;;;;;
CKT31202545;Foret SDS 25x350x450mm;COMINTER;;;56,19;CKT31202545;CKT31202545;;;;;;;;;;
TACON08;CHEVILLE NYLON 8X40;109 DISTRIBUTION;;Consommables;0,05;TACON08;TACON08;;;;;;;;;;
TFAX4838;VIS AUTOPERCEUSES TFA 4.8X38 TORX + EMBOUT - S100;109 Distribution;;Consommables;6,9;TFAX4838;TFAX4838;;;73181499;;;;;;;
TFC 4.2X16;VIS AUTOPERCEUSE TFC 4.2X16 TORX S100 Bôite de 100;109 Distribution;;Consommables;4;TFC 4.2X16;TFC 4.2X16;;;73181499;;;;;;;
TFC 4.2X19;VIS AUTOPERCEUSE TFC 4.2X19 S100 BOITE DE 100;109 Distribution;;Consommables;4;TFC 4.2X19;TFC 4.2X19;;;73181499;;;;;;;
TRD0000460046;100 COLLIERS 200 X 4 8MM NOIR;EDOI;Trade Force;Consommables;4,934;TRD0000460046;TRD0000460046;;;;;;;;;;
TYPE150PB3X4-75;FILM PE Protec TYP150 3mx25m;Ravate Pro;Partenia;Consommables;17,46;TYPE150PB3X4-75;TYPE150PB3X4-75;;;;;;;;;;
UNE1251;EMBASES A FRAPPER D8 UV;EDOI;;Consommables;0,1052;UNE1251;UNE1251;;;;;;;;;;
UNE1253;EMBASES A FRAPPER D6 UV;EDOI;;Consommables;0,0863;UNE1253;UNE1253;;;;;;;;;;
VAP+35025NB;VIS PLACO PHOSPHATEE 3.5X25 BOITE DE 1000;109 Distribution;;Consommables;15;VAP+35025NB;VAP+35025NB;;;73181290;0,5;Boîte;;;1;;
VAP3525S100;Vis PLACO 3.5X25 + EMBOUT SACHET 100;109 Distribution;;Consommables;4;VAP3525S100;VAP3525S100;;;73181290;;;;;;;
VAP3535S100;VIS PLACO 3.5X35 + EMBOUT SACHET 100;109 Distribution;;Consommables;6;VAP3535S100;VAP3535S100;;Vis placo;73181290;;;;;;;
VAPS3535S100;Vis placo 3,5x35 + Embouts sachet 100;109 Distribution;;Consommables;4;VAPS3535S100;VAPS3535S100;;;73181290;;;;;;;
VAR4703101404;PILES LR03 BLISTER X 4 AAA;COREDIME;;Consommables;4,4683;VAR4703101404;VAR4703101404;;;;;;;;;;
VE71310-3121X;GANT TEXTILE VE713 T10 NITRILE;Ravate Pro;;Consommables;2,81;VE71310-3121X;VE71310-3121X;;;;;;;;;;
VPLACO45;VIS PLACO 45 (1 boîte);SD Fixation;;Consommables;;VPLACO45;VPLACO45;;;73181290;;;;;;;
VPLACO55;VIS PLACO 55 (1 boîte);SD Fixation;;Consommables;;VPLACO55;VPLACO55;;;73181290;;;;;;;
VYN026217;VYBAC VIS A BOIS ROCKET TF POZI 4X50 BOITE DE 500PCS;109 Distribution;;Consommables;28;VYN026217;VYN026217;;;;;;;;;;
WUR018923930;VIS-CS-AUTOFRAIS-HILO-H2-500 X 1 unite;COREDIME;Würth;Consommables;0,0356;WUR018923930;WUR018923930;;Vis Autoforeuse 4x25;;;;;;;;
WUR06671251;DISQUE ACIER RED LABEL D125X1;COREDIME;Würth;Consommables;1,98;WUR06671251;WUR06671251;;;;;;;;;;
WUR066712516;DISQUE ACIER INOX D125X1,6;COREDIME;Würth;Consommables;1,98;WUR066712516;WUR066712516;;;;;;;;;;
WUR09679105;MARQUEUR SUPER FIN PERM.NOIR ;COREDIME;Würth;Consommables;2,85;WUR09679105;WUR09679105;;;;;;;;;;
WUR892165001;MASTIC ACRYL STANDARD310ML BLC;COREDIME;Würth;Consommables;3,9524;WUR892165001;WUR892165001;;;;;;;;;;
ZZ08AIN;GANT TEXTILE MAXIFLEX ENDURANCE T08;RAVATE ELEC;;Consommables;;ZZ08AIN;ZZ08AIN;;;;;;;;;;
ZZ09AIN;GANT TEXTILE MAXIFLEX ENDURANCE T09;Ravate Pro;;Consommables;6,8;ZZ09AIN;ZZ09AIN;;;;;;;;;;
ZZ10AIN;GANT TEXTILE MAXIFLEX ENDURANCE T10;Ravate Pro;;Consommables;6,8;ZZ10AIN;ZZ10AIN;;;;;;;;;;
227060134;HITM 6X30/5P SEAU/1000 +5 FOR;COREDIME;;Consommables;71,5143;227060134;227060134;;Chevilles à frapper Ø6x30;73181900;;;;;;;
227060133;HITM 5X25/5P SEAU/1000 +5 FOR;COREDIME;;Consommables;150,18;227060133;227060133;;;73181900;;;;;;;
180001;PEINTURE AEROSOL ACRYLIQUE PROFESSIONNELLE ROUGE RUBIS BRILLANT 400ML;Ravate Pro;;Consommables;5,53;180001;180001;;;;;;;;;;
2173257;CARTOUCHE RESINE HIT-1;Ravate Pro;;Consommables;13,86;2173257;2173257;;;;;;;;;;
2004123;CHEVILLE HSA M 8X70 (BTE100);Ravate Pro;;Consommables;0,493;2004123;2004123;;;;;;;;;;
DT5042;FORET METAL EXTREME DIAM.4;Ravate Pro;DeWalt;Consommables;3,83;DT5042;DT5042;;;;;;;;;;
DT5038;FORET METAL EXTREME DIAM.3 (x2);Ravate Pro;DeWalt;Consommables;3,57;DT5038;DT5038;;;;;;;;;;
ASR611302;DISQUE LASER 125X22.2 SEGMENTE ,BETON,PIERRE;109 Distribution;;Consommables;9,9;ASR611302;ASR611302;;;82023900;;Carton;;;10;;
KN162050SB;Couteau d électricien;COMINTER;;Consommables;12,36;KN162050SB;KN162050SB;;;82119300;;Sachet plastique;;;5;;
CRAYNOIR;Crayon noir de chantier (boîte);109 Distribution;;Consommables;;CRAYNOIR;CRAYNOIR;;;;;;;;;;
DV006/0;Cheville clou 5 X 30 bte 200;COMINTER;;Consommables;9,24;DV006/0;DV006/0;;;;;;;;;;
QUI52502645;Cartouche silicone acrylique Blanc;COMINTER;;Consommables;3,71;QUI52502645;QUI52502645;;;;;;;;;;
234-3136;Manchon Alu/Cu à vis AC 120-300mm² MT 10-30kV;Importer;;Consommables;41,4;234-3136;234-3136;;;;;;;;;;
234-5710;Manchon Alu/Cu à vis AC 95-240mm² MT;Importer;;Consommables;21;234-5710;234-5710;;;;;;;;;;
313-020B;10m Ruban iso PVC Adh Bleu 0.15x15mm;Importer;;Consommables;0,72;313-020B;313-020B;;;;;;;;;;
313-020M;10m Ruban iso PVC Adh Marron 0.15x15mm;Importer;;Consommables;0,72;313-020M;313-020M;;;;;;;;;;
313-020PAN;Assort 10 rubans Couleur PVC Adh 0,15 x 15mm x 10MT;Importer;;Consommables;7,8;313-020PAN;313-020PAN;;;;;;;;;;
313-020R;10m Ruban iso PVC Adh Rouge 0.15x15mm;Importer;;Consommables;0,72;313-020R;313-020R;;;;;;;;;;
313-020VJ;10m Ruban iso PVC Adh Vert/ Jaune 0.15x15mm VDE;Importer;;Consommables;0,72;313-020VJ;313-020VJ;;;;;;;;;;
314-3508;Gaine Thermo ET100 NOIR 2:1 Ø50.8/25.4mm - Le MT;Importer;;Consommables;21;314-3508;314-3508;;;;;;;;;;
451-030;Aiguille tire fils Ø4mm - 30m;Importer;;Consommables;21;451-030;451-030;;;;;;;;;;
55390000;BOULON POELIER Zn 6x40 (BTE 100);Rfix;Etanco;Consommables;;55390000;55390000;;BOULON + ECROU;;;;;;;;
060133;HITM 5X25/5P SEAU/1000 +5 FOR;COREDIME;;Consommables;70;060133;060133;;CHEVILLE A FRAPPER 5X25;73181900;;;;;;;
372485000;DRILLNOX 3 TH8 6.3x25|16 Pte foret montée;Rfix;Etanco;Consommables;0,3759;372485000;372485000;;;;;;;;;;
30003000;Vis à métaux TH10 INA4 10x25 DIN933;Rfix;Etanco;Consommables;0,1695;30003000;30003000;;;;;;;;;;
68995000;Ecrou HU InA4 M10 Pas 150 S/plat.17mm (DIN934);Rfix;Etanco;Consommables;0,0764;68995000;68995000;;;;;;;;;;
73826000;RD. Plate InA4 M M10 (22x10.8x2) NFE 25513-25514;Rfix;Etanco;Consommables;0,0382;73826000;73826000;;;;;;;;;;
813270;GEBSOMOUSSE COUPE FEU AEROSOL 750ML;RAVATE ELEC;GEB;Consommables;23;813270;813270;;Mousse expansive polyuréthane coupe-feu;;;;;;;;
RAM91910;Chevilles métallique autoforeuse avec vis TR 4,5 x 35 - coque de 50;COMINTER;;Consommables;9,14;RAM91910;RAM91910;;;;;;;;;;
227060124;ANC HITM 5X25/5P BUC 1000;COREDIME;Spit;Consommables;71,5143;227060124;227060124;;;73181900;;;;;;;
DT7391T;BOITE 5 EMBOUTS IMPACT PZ2;Ravate Pro;;Consommables;7,14;DT7391T;DT7391T;;;;;;;;;;
840;BALAI CANTONNIER 31CM CRYNO;Ravate Pro;;Consommables;6,76;840;840;;;;;;;;;;
201042;MANCHE BOIS DR CANTO 1500X28;Ravate Pro;;Consommables;3,57;201042;201042;;;;;;;;;;
330305;POUBELLE 75L PLAST RENF;Ravate Pro;;Consommables;26,78;330305;330305;;;;;;;;;;
141519+;TRACEUR CHANT FLUO BLEU 500ML;Ravate Pro;;Consommables;6,21;141519+;141519+;;;;;;;;;;
141513+;TRACEUR CHANT FLUO ROUGE 500ML;Ravate Pro;;Consommables;6,21;141513+;141513+;;;;;;;;;;
R145067016;VIS TOL-ACIER (CP8) 6.3x70 (BTE 100);Ravate Pro;;Consommables;22,1;R145067016;R145067016;;;;;;;;;;
005801;BOMBE GALVA 500ML MAT ITW;Ravate Pro;;Consommables;10,71;005801;005801;;;;;;;;;;
FORET26X310;FORET SDS 26X310;109 Distribution;;Consommables;36;FORET26X310;FORET26X310;;;;;;;;;;
063202;Adaptateur A2 avec foret à centrer pour scie-cloche Ø11mm ;COREDIME;Würth;Consommables;;063202;063202;;;;;;;;;;
0632400068;Scie-cloche en carbure de tungstène pour usage universel Ø68;COREDIME;Würth;Consommables;;0632400068;0632400068;;;;;;;;;;
FORET 8X160;FORET SDS 8X160;109 Distribution;;Consommables;12;FORET 8X160;FORET 8X160;;;;;;;;;;
34332798;DISQUE TRON ACIER/INOX 230X2 P;RAVATE PRO;;Consommables;5,02;34332798;34332798;;;;;;;;;;
133-33818;Vis TH DIN933 C8.8 Zingué CR3 200HBS - M8X30;Importer;;Consommables;0,19;133-33818;133-33818;;;;;;;;;;
132-00245;Ecrou Hexa HU ISO 4032 C8 Zingué CR3 200HBS - M8;Importer;;Consommables;0,063;132-00245;132-00245;;;;;;;;;;
EUR72020;RUBAN NOIR 19x20;FRACOMEX;;Consommables;2,8;EUR72020;EUR72020;;;;;;;;;;
ROTH1500000924;CARTOUCHE GAZ C200 VERSION A - ROTHENBERGER;FRACOMEX;;Consommables;5;ROTH1500000924;ROTH1500000924;;;;;;;;;;
33034;WD40 AEROSOL 500ML DBL DIFF;RAVATE PRO;;Consommables;10,2;33034;33034;;;;;;;;;;
331044;WD40 AEROSOL 200ML DLE DIFF;RAVATE PRO;;Consommables;6,21;331044;331044;;;;;;;;;;
540501;RUBAN CHANTIER 500MX50 S/FASQ;RAVATE PRO;;Consommables;13,18;540501;540501;;;;;;;;;;
499956;SIKA FASTFIX 50 ENROBE 25KG;RAVATE PRO;Sika;Consommables;41,17;499956;499956;;;;;;;;;;
B20111;FORET SDS MAX 4T NEMESIS 25X520MM;SD Fixation;;;127,4;B20111;B20111;;;;;;;;;;
218090000;NYLON 10x50 - Avec collerette (50p);Rfix;;Consommables;0,0485;218090000;218090000;;Vendu par boîte de 50;;;;;;;;
73824000;RD.PLATE INA4 M M8(18X8.6X1.5) - NFE 25513-25514 BTE 200;Rfix;;Consommables;0,0579;73824000;73824000;;Vendu par boîte de 200;;;;;;;;
15230000;TIREFOND A VISSER TH13 InA2 8x100 - DIN 571 (100p);Rfix;;Consommables;0,42;15230000;15230000;;Vendu par boîte de 100;;;;;;;;
374812000;¤DRILLNOX 3T TH8 InA4 6.3x25I16¤ Pte Foret Montée (100p);Rfix;;Consommables;0,395;374812000;374812000;;Vendu par boîte de 100;;;;;;;;
SI03247;SIM-TAPE noir 0,12x15x10;COMINTER;;Consommables;0,45;SI03247;SI03247;;;32141010;0,1;Carton;;;20;;
406266;Contact auxiliaire inverseur + contact signal défaut inverseur ( CA + SD ) DX³ - 6A 240V~ - 1 mod;COREDIME;Legrand;Contacteur;42,2297;LEG406266;406266;;;;;;;;;;
412501;CX3 CT HC 230V 2F 25A;RAVATE ELEC;Legrand;Contacteur;44,74;LEG412501;412501;;;;;;;;;;
412523;CX3 CT 230V 2F 25A;COMINTER;Legrand;Contacteur;13,86;LEG412523;412523;;;;;;;;;;
412535;Contacteur 4F 25A cde 230V;RAVATE ELEC;Legrand;Contacteur;50,58;LEG412535;412535;;;;;;;;;;
412544;Contacteur 2F 25A cde 230V;RAVATE ELEC;Legrand;Contacteur;39,53;LEG412544;412544;;;;;;;;;;
A9C20844;Contacteur 4P NO 40A;COMINTER;Schneider Electric;Contacteur;83,62;A9C20844;A9C20844;;;;;;;;;;
A9C20862;ICT 63A 2N0 240VCA;109 Distribution;Schneider Electric;Contacteur;69;A9C20862;A9C20862;;;;;;;;;;
A9C22715;ICT 16A 1NO 1NC 230/240VAC 50H;RAVATE ELEC;Schneider Electric;Contacteur;39,92;A9C22715;A9C22715;;;;;;;;;;
A9C24732;ICT 25A 2NO 230/240 VAC 50HZ;109 Distribution;Schneider Electric;Contacteur;33;A9C24732;A9C24732;;;;;;;;;;
A9N18479;C120H 4P 4D 80A 15KA A9N18479;COMINTER;Schneider Electric;Contacteur;345,87;A9N18479;A9N18479;;;;;;;;;;
ESC225;Contacteur 25A, 2F, 230V 1 module;COREDIME;Hager;Contacteur;46,4751;ESC225;ESC225;;;;;;;;;;
HAGESC440;CONTACT 40A 4F 230V;COREDIME;Hager;Contacteur;85;HAGESC440;HAGESC440;;;;;;;;;;
LEG412501;CX3 CT HC 230V 2F 25A;RAVATE ELEC;Legrand;Contacteur;44,74;LEGLEG412501;LEG412501;;;;;;;;;;
LEG412523;CX3 CT 230V 2F 25A;COMINTER;Legrand;Contacteur;13,86;LEGLEG412523;LEG412523;;;;;;;;;;
LEG412535;Contacteur 4F 25A cde 230V;RAVATE ELEC;Legrand;Contacteur;50,58;LEGLEG412535;LEG412535;;;;;;;;;;
LEG412544;Contacteur 2F 25A cde 230V;RAVATE ELEC;Legrand;Contacteur;39,53;LEGLEG412544;LEG412544;;;;;;;;;;
MEA9C20864;Contacteur 4NO 63A 230VCA;COMINTER;Schneider Electric;Contacteur;119,62;MEA9C20864;MEA9C20864;;;;;;;;;;
MEA9C22722;ICT 20A 2NO 230...240VCA A9C22722;COMINTER;Schneider Electric;Contacteur;40,05;MEA9C22722;MEA9C22722;;;;;;;;;;
MEA9C24834;Contacteur 4NO 25A 230VCA;COMINTER;Schneider Electric;Contacteur;50,13;MEA9C24834;MEA9C24834;;;;;;;;;;
SCHA9C20837;ICT 25A 4NF 230-240VCA;COREDIME;Schneider Electric;Contacteur;52;SCHA9C20837;SCHA9C20837;;;;;;;;;;
SCHA9C24732;ICT 25A 2NO 230-240VCA;COREDIME;Schneider Electric;Contacteur;36,498;SCHA9C24732;SCHA9C24732;;;;;;;;;;
SCHLC2D09P7;INV 9A 1F 1O 230V 50 60;COREDIME;Schneider Electric;Contacteur;84,5567;SCHLC2D09P7;SCHLC2D09P7;;;;;;;;;;
412545;CX³ bobine 230V~ - 2P 250V~ - 40A - contact 2F - 2 mod;COMINTER;Legrand;Contacteur;113,73;LEG412545;412545;;;;;;;;;;
412553;Contacteur de puissance CX³ bobine 230V~ sans commande manuelle - 4P 400V~ - 25A - contact 2O+2F - 2 modules;COMINTER;Legrand;Contacteur;;LEG412553;412553;;;;;;;;;;
A9C20736;Acti9, iCT contacteur 25A 2NF 230...240VCA 50Hz;;Schneider Electric;Contacteur;31,8;A9C20736;A9C20736;;;;;;;;;;
MEA9C24732;ICT 25A 2NO 230-240VCA A9C24732;COMINTER;Schneider Electric;Contacteur;37,73;MEA9C24732;MEA9C24732;;;;;;;;;;
A9A26924;Acti9, iOF contact auxiliaire OF 240...415VCA 24...130VCC;;Schneider Electric;Contacteur;19,9023;A9A26924;A9A26924;;;;;;;;;;
ESB-4040;Contacteur 400V - 40A;;L'Ebénoïd;Contacteur;46,8;EBEESB-4040;ESB-4040;;;;;;;;;;
ESB-6340;Contacteur 230V - 63A;;L'Ebénoïd;Contacteur;66,36;EBEESB-6340;ESB-6340;;;;;;;;;;
4862;Boîtier encastré;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;152,11;BT4862;4862;;;;;;;;;;
4863;Cadre saillie;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;101,73;BT4863;4863;;;;;;;;;;
5311;Clavier code éclair argent;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;474,75;BT5311;5311;;;;;;;;;;
5314;Guérite saillie;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;124,5;BT5314;5314;;;;;;;;;;
5326;Alimentation continue 230V/12V;Ravate Elec;Legrand - Bticino;Contrôle d'accès;62,7;BT5326;5326;;;;;;;;;;
5511;BP sortie AV son et LED;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;163,89;BT5511;5511;;;;;;;;;;
5519;#SUPPORT SAILLIE P/CADRE T25;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;31,9;BT5519;5519;;;;;;;;;;
5522;BP ANTIVANDALE POUR Boîte 65MM - ENCASTRE;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;108,12;BT5522;5522;;;;;;;;;;
44179;CARILLON FIL DIRECT 230V;RAVATE ELEC;Urmet;Contrôle d'accès;22;44179;44179;;;;;;;;;;
64888;Micromodule connecté pour Netatmo ;GMR;Legrand;Contrôle d'accès;49;LEG64888;64888;;;;;;;;;;
76757;#VENTOUSE 300KGS;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;0,000000001;BT76757;76757;;;;;;;;;;
146711;Alimentation 12VCC - 2A;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;28,7;BT146711;146711;;;;;;;;;;
308026;Boitier de mise en saillie pour platine 308040;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;79,73;BT308026;308026;;;;;;;;;;
308040;PE MONOBLOC A DEFIL. DE NOMS;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;467,06;BT308040;308040;;;;;;;;;;
346841;DERIVATEUR D'ETAGE BUS 2FILS;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;46,21;BT346841;346841;;;;;;;;;;
346851;EXTENSION 2FILS COLONNE INDEP;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;200,59;BT346851;346851;;;;;;;;;;
348043;Kit centrale 1 porte vigik;RAVATE ELEC;Legrand - Bticino;Contrôle d'accès;117,87;BT348043;348043;;;;;;;;;;
